logainm_id,permalink,irish,english,form_state,category_id,category,direct_counties,inferred_counties,parents,latitude,longitude,coordinate_usable,disposition
1420235,https://www.logainm.ie/1420235.aspx,An Bóthar Buí,Boherboy,bilingual,SR,street,,Kerry,BF:Tralee,0,0,False,recover_from_existing_hierarchy
1421828,https://www.logainm.ie/1421828.aspx,An Leaca Mhór,,irish_only,?,unknown,,,,0,0,False,manual_or_spatial_review
1421888,https://www.logainm.ie/1421888.aspx,Bóithrín na Foidhreach,,irish_only,?,unknown,,,,0,0,False,manual_or_spatial_review
1435356,https://www.logainm.ie/1435356.aspx,,Parklands Lower,english_only,SR,street,,,,52.5085921319052,-6.56996495916538,True,manual_or_spatial_review
1436347,https://www.logainm.ie/1436347.aspx,Faill Shúilleabháin,,irish_only,?,unknown,,,,0,0,False,manual_or_spatial_review
1436708,https://www.logainm.ie/1436708.aspx,Uí Mhaine,,irish_only,?,unknown,,,,0,0,False,manual_or_spatial_review
1436940,https://www.logainm.ie/1436940.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
1436954,https://www.logainm.ie/1436954.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
1437020,https://www.logainm.ie/1437020.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
1437025,https://www.logainm.ie/1437025.aspx,Siúlán na Cuilléide,Cullet Walk,bilingual,SR,street,,,,0,0,False,manual_or_spatial_review
1437064,https://www.logainm.ie/1437064.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
1437145,https://www.logainm.ie/1437145.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
1437147,https://www.logainm.ie/1437147.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
1437157,https://www.logainm.ie/1437157.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
1437168,https://www.logainm.ie/1437168.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
1437468,https://www.logainm.ie/1437468.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
1437469,https://www.logainm.ie/1437469.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
1437470,https://www.logainm.ie/1437470.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
1437471,https://www.logainm.ie/1437471.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
1437479,https://www.logainm.ie/1437479.aspx,Sráid na Banríona Thuaidh,North Queen Street,bilingual,SR,street,,,,0,0,False,manual_or_spatial_review
1437515,https://www.logainm.ie/1437515.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
1437533,https://www.logainm.ie/1437533.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
1437543,https://www.logainm.ie/1437543.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
1437544,https://www.logainm.ie/1437544.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
1437545,https://www.logainm.ie/1437545.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
1437546,https://www.logainm.ie/1437546.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
1437547,https://www.logainm.ie/1437547.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
1437548,https://www.logainm.ie/1437548.aspx,An Learg,Hillview,bilingual,SR,street,,,,0,0,False,manual_or_spatial_review
1437550,https://www.logainm.ie/1437550.aspx,,,no_usable_form,?,unknown,,,,0,0,False,exclude_no_usable_form
