logainm_id,permalink,irish,english,form_state,category_id,category,direct_counties,inferred_counties,parents,latitude,longitude,coordinate_usable,disposition
1420164,https://www.logainm.ie/1420164.aspx,Dumha nEirc,,irish_only,AINMST,historical name,,,,0,0,False,manual_or_spatial_review
1420165,https://www.logainm.ie/1420165.aspx,Fafainn,,irish_only,AINMST,historical name,,,,0,0,False,manual_or_spatial_review
1420166,https://www.logainm.ie/1420166.aspx,Ráth Éasa,,irish_only,AINMST,historical name,,,,0,0,False,manual_or_spatial_review
1420168,https://www.logainm.ie/1420168.aspx,Droim nDairbhreach,,irish_only,AINMST,historical name,,,,0,0,False,manual_or_spatial_review
1420170,https://www.logainm.ie/1420170.aspx,An Chraobhrua,,irish_only,AINMST,historical name,,,,0,0,False,manual_or_spatial_review
1420174,https://www.logainm.ie/1420174.aspx,,Codling,english_only,GS,man-made feature,,,,0,0,False,manual_or_spatial_review
1420179,https://www.logainm.ie/1420179.aspx,Móin Gaoi Glais,,irish_only,AINMST,historical name,,,,0,0,False,manual_or_spatial_review
1420180,https://www.logainm.ie/1420180.aspx,Fích Buana,,irish_only,AINMST,historical name,,,,0,0,False,manual_or_spatial_review
1420181,https://www.logainm.ie/1420181.aspx,Carraig Leithdheirg,,irish_only,AINMST,historical name,,,,0,0,False,manual_or_spatial_review
1420187,https://www.logainm.ie/1420187.aspx,Creachmhaol,,irish_only,AINMST,historical name,,,,0,0,False,manual_or_spatial_review
1420188,https://www.logainm.ie/1420188.aspx,Claonloch,,irish_only,AINMST,historical name,,,,0,0,False,manual_or_spatial_review
1420189,https://www.logainm.ie/1420189.aspx,Duibhthir,,irish_only,AINMST,historical name,,,,0,0,False,manual_or_spatial_review
1420190,https://www.logainm.ie/1420190.aspx,Inbhear Cíochmhaine,,irish_only,AINMST,historical name,,,,0,0,False,manual_or_spatial_review
1420193,https://www.logainm.ie/1420193.aspx,Lia Nothain,,irish_only,AINMST,historical name,,,,0,0,False,manual_or_spatial_review
1420201,https://www.logainm.ie/1420201.aspx,Sruthar Matha,,irish_only,AINMST,historical name,,,,0,0,False,manual_or_spatial_review
1420204,https://www.logainm.ie/1420204.aspx,Lundy,Lundy,bilingual,OIL,island or archipelago,,,,0,0,False,manual_or_spatial_review
1420205,https://www.logainm.ie/1420205.aspx,Manainn,Isle of Man,bilingual,OIL,island or archipelago,,,,0,0,False,manual_or_spatial_review
