logainm_id,permalink,irish,english,form_state,category_id,category,direct_counties,inferred_counties,parents,latitude,longitude,coordinate_usable,disposition
1411100,https://www.logainm.ie/1411100.aspx,Slí Shléibhte Bhaile Átha Cliath,Dublin Mountains Way,bilingual,COS,footpath,Dublin | Wicklow,Dublin | Wicklow,CON:Dublin | CON:Wicklow | CR:South Dublin,0,0,False,plausible_cross_boundary_feature
1411136,https://www.logainm.ie/1411136.aspx,Cuan Eachinse,Aughinish Bay,bilingual,CUAN,harbour,Clare | Galway,Clare | Galway,CON:Clare | BAR:Burren | PAR:Abbey | PAR:Oughtmama | CON:Galway,53.118802420066594,-9.075154038354858,True,plausible_cross_boundary_feature
1411210,https://www.logainm.ie/1411210.aspx,,Fraughan Rock Glen,english_only,GL,valley,Cork | Wicklow,Cork | Wicklow,CON:Wicklow | CON:Cork | BAR:Ballinacor South | CTH:Cork | CBA:Arklow | PAR:Ballinacor | TR:Knockrath | BF:Ballinaskea,52.9815462518422,-6.43649976987502,True,plausible_cross_boundary_feature
1411224,https://www.logainm.ie/1411224.aspx,An Scailp,The Scalp,bilingual,GNE,feature,Dublin | Wicklow,Dublin | Wicklow,CON:Dublin | CON:Wicklow | BAR:Rathdown | BAR:Rathdown | PAR:Rathmichael | PAR:Powerscourt | BF:Barnaslingan | BF:Killegar,53.2173977740013,-6.17861455136617,True,plausible_cross_boundary_feature
1411227,https://www.logainm.ie/1411227.aspx,,Barnascallard | Featherbed Pass,english_only,MNG,minor feature,Dublin | Wicklow,Dublin | Wicklow,CON:Dublin | CON:Wicklow | BAR:Uppercross | BAR:Rathdown | PAR:Tallaght | PAR:Powerscourt | BF:Glassamucky Brakes | BF:Oldboleys,53.220119328227,-6.30203930324779,True,plausible_cross_boundary_feature
1411230,https://www.logainm.ie/1411230.aspx,,Lugnahala,english_only,LOG,hollow,Dublin | Wicklow,Dublin | Wicklow,CON:Dublin | CON:Wicklow | BAR:Uppercross | BAR:Rathdown | PAR:Cruagh | PAR:Powerscourt | BF:Glendoo | BF:Oldboleys,53.2079904477748,-6.271081438738029,True,manual_review
1411348,https://www.logainm.ie/1411348.aspx,Droichead na Líre,Lerr Bridge,bilingual,DR,bridge,Carlow | Kildare,Carlow | Kildare,CON:Carlow | CON:Kildare | BAR:Carlow | BAR:Kilkea and Moone | PAR:Painestown | PAR:Painestown | BF:Aghanure | BF:Newacre | BF:Jerusalem,52.87999019360248,-6.9338890395181805,True,plausible_cross_boundary_feature
1411397,https://www.logainm.ie/1411397.aspx,Sléibhte Dhartraí,Dartry Mountains,bilingual,SL,mountain or mountain range,Leitrim | Sligo,Leitrim | Sligo,CON:Leitrim | BAR:Rosclogher | CON:Sligo,0,0,False,plausible_cross_boundary_feature
1411400,https://www.logainm.ie/1411400.aspx,Droichead Mhic Eoin,Johnstonbridge,bilingual,ID,population centre,Leitrim | Longford,Leitrim | Longford,CON:Leitrim | CON:Longford | BAR:Mohill | BAR:Longford | PAR:Mohill | PAR:Mohill,53.82763022671633,-7.862746742623077,True,administrative_boundary_review
1411465,https://www.logainm.ie/1411465.aspx,An Bhrosnach,Brusna River,bilingual,ABH,river,Mayo | Sligo,Mayo | Sligo,CON:Mayo | CON:Sligo | BAR:Tireragh | BAR:Gallen | BAR:Leyny,54.142073474595364,-9.059744176227284,True,plausible_cross_boundary_feature
1411593,https://www.logainm.ie/1411593.aspx,Port Chluain Eoghain,Portglenone,bilingual,B,town,Antrim | Derry,Antrim | Derry,CON:Antrim | CON:Derry | BAR:Loughinsholin | BAR:Toome Lower | PAR:Tamlaght O'Crilly | PAR:Portglenone,54.8740699997438,-6.473176624996061,True,administrative_boundary_review
1411958,https://www.logainm.ie/1411958.aspx,,Derrykerrib Lough,english_only,L,lake or lakes,Cavan | Fermanagh,Cavan | Fermanagh | Monaghan,CON:Cavan | CON:Fermanagh | BAR:Loughtee Lower | BAR:Coole | CBA:Cavan–Belturbet | PAR:Drumlane | PAR:Drummully | TR:Grilly | BF:Quivvy | BF:Derrykerrib,54.1355773751515,-7.369309943186961,True,plausible_cross_boundary_feature
1412523,https://www.logainm.ie/1412523.aspx,An Bhearna Dhearg,Redchard or Bearna Dearg | Bearnadargh,bilingual,MNG,minor feature,Cork | Limerick,Cork | Limerick,CON:Limerick | BAR:Muskerry West | BAR:Coshlea | CON:Cork | CBA:Macroom | BAR:Condons and Clangibbon | PAR:Kilmichael | PAR:Kilflyn | TR:Teerelton | PAR:Kildorrery | BF:Gortacurrig | BF:Coolavehy,52.28929428781888,-8.452068470768115,True,plausible_cross_boundary_feature
1413179,https://www.logainm.ie/1413179.aspx,Eas Danainne,Eas Danoinne | Leap of Dunass,bilingual,EAS,waterfall,Clare | Limerick,Clare | Limerick | Tipperary,CON:Clare | CON:Limerick | BAR:Tulla Lower | BAR:Clanwilliam | PAR:Kiltenanlea | PAR:Stradbally | BF:Doonass Demesne | BF:Hermitage,52.704702999999995,-8.516604999999998,True,manual_review
1413461,https://www.logainm.ie/1413461.aspx,An Abhainn Bhuí,Yellow River,bilingual,ABH,river,Mayo | Sligo,Mayo | Sligo,CON:Mayo | BAR:Gallen | PAR:Attymass | CON:Sligo,54.034831411139,-9.01658359889341,True,plausible_cross_boundary_feature
1413844,https://www.logainm.ie/1413844.aspx,Loch an Ghleanna,Glen Lough,bilingual,L,lake or lakes,Longford | Westmeath,Longford | Westmeath,CON:Longford | BAR:Ardagh | PAR:Ardagh | CON:Westmeath,53.6774498302367,-7.68296644144523,True,plausible_cross_boundary_feature
1413986,https://www.logainm.ie/1413986.aspx,Sliabh Raisean,Slieve Rushen,bilingual,SL,mountain or mountain range,Cavan | Fermanagh,Cavan | Fermanagh,CON:Cavan | CON:Fermanagh | BAR:Tullyhaw | BAR:Knockninny | PAR:Kinawley | PAR:Tomregan | PAR:Templeport | PAR:Kinawley | BF:Mullanacre Upper | BF:Mullaghlea | BF:Legavreagra | BF:Aghyoule | BF:Tonymore,54.15286110000001,-7.641359500000001,True,plausible_cross_boundary_feature
1414468,https://www.logainm.ie/1414468.aspx,Loch an Leamhnachta,Lough Alewnaghta,bilingual,L,lake or lakes,Clare | Galway,Clare | Galway,CON:Clare | BAR:Leitrim | PAR:Clonrush | BF:Tintrim | CON:Galway,52.967242066067,-8.34808761644494,True,plausible_cross_boundary_feature
1414725,https://www.logainm.ie/1414725.aspx,Loch Seirce,Lough Shark,bilingual,L,lake or lakes,Armagh | Down,Armagh | Down,"CON:Armagh | CON:Down | BAR:Orior Lower | BAR:Iveagh Upper, Upper Half | PAR:Ballymore | PAR:Aghaderg | BF:Druminargal | BF:Lisnabrague",54.3212682540801,-6.372700102952919,True,plausible_cross_boundary_feature
1414817,https://www.logainm.ie/1414817.aspx,Slí Cualann,,irish_only,BOTHAR,road,Dublin | Wicklow,Dublin | Wicklow,CON:Dublin | CON:Wicklow,0,0,False,manual_review
1414836,https://www.logainm.ie/1414836.aspx,,Garradoo,english_only,MNG,minor feature,Dublin | Wicklow,Dublin | Wicklow,CON:Dublin | CON:Wicklow | BAR:Uppercross | BAR:Rathdown | PAR:Tallaght | PAR:Powerscourt | BF:Glassamucky Brakes | BF:Oldboleys,53.23040186436109,-6.330090600133399,True,plausible_cross_boundary_feature
1414840,https://www.logainm.ie/1414840.aspx,,Featherbed Bog | Featherbeds | Featherbed Mountain,english_only,POR,bog,Dublin | Wicklow,Dublin | Wicklow,CON:Dublin | CON:Wicklow | BAR:Uppercross | BAR:Rathdown | PAR:Tallaght | PAR:Powerscourt | BF:Glassamucky Brakes | BF:Glassamucky Mountain | BF:Oldboleys,53.2206706606331,-6.318100225193379,True,plausible_cross_boundary_feature
1416321,https://www.logainm.ie/1416321.aspx,Slí na Mianach Luaidhe,Lead Mines Way,bilingual,COS,footpath,Dublin | Wicklow,Dublin | Wicklow,CON:Dublin | CON:Wicklow | BAR:Rathdown | BAR:Rathdown,0,0,False,plausible_cross_boundary_feature
1416466,https://www.logainm.ie/1416466.aspx,,Glashananninnaun Stream,english_only,SRUTHAN,stream,Cork | Kerry,Cork | Kerry,CON:Kerry | BAR:Glanarought | PAR:Tuosist | BF:Cuhig | CON:Cork,51.74485254264516,-9.85134353047796,True,plausible_cross_boundary_feature
1416694,https://www.logainm.ie/1416694.aspx,Cora Droma Rúisc,Carrick-on-Shannon,bilingual,B,town,Leitrim | Roscommon,Leitrim | Roscommon,CON:Leitrim | CON:Roscommon | BAR:Leitrim | BAR:Boyle | PAR:Kiltoghert | PAR:Killukin,53.945801118510296,-8.08922167516292,True,administrative_boundary_review
1416737,https://www.logainm.ie/1416737.aspx,Léim an tSagairt,Priest's Leap,bilingual,BEAR,pass,Cork | Kerry,Cork | Kerry,CON:Kerry | BAR:Glanarought | PAR:Kilcaskan | BF:Cummeenshrule | CON:Cork,51.79348835065983,-9.471076924547141,True,plausible_cross_boundary_feature
1417013,https://www.logainm.ie/1417013.aspx,Sliabh Luachra,,irish_only,D,locality,Cork | Kerry | Limerick,Cork | Kerry | Limerick,CON:Kerry | CON:Cork | CON:Limerick,0,0,False,plausible_cross_boundary_feature
1417091,https://www.logainm.ie/1417091.aspx,Com an tSagairt,Coomataggart,bilingual,SL,mountain or mountain range,Cork | Kerry,Cork | Kerry,CON:Kerry | CON:Cork | BAR:Muskerry West | BAR:Glanarought | PAR:Inchigeelagh | PAR:Kilgarvan | BF:Derreenlunnig | BF:Grousemount,51.86542610000001,-9.305563500000002,True,plausible_cross_boundary_feature
1417371,https://www.logainm.ie/1417371.aspx,An Chlóideach,Clody River,bilingual,ABH,river,Carlow | Wexford,Carlow | Wexford,CON:Carlow | CON:Wexford,0,0,False,plausible_cross_boundary_feature
1417398,https://www.logainm.ie/1417398.aspx,An Charraig Dhubh,Blackstairs Mountain,bilingual,SL,mountain or mountain range,Carlow | Wexford,Carlow | Wexford,CON:Carlow | CON:Wexford,52.5490566244986,-6.805608326337772,True,plausible_cross_boundary_feature
1417411,https://www.logainm.ie/1417411.aspx,Loch Eanaigh,Annaghmore Lough,bilingual,L,lake or lakes,Laois | Offaly,Laois | Offaly,CON:Offaly | BAR:Ballyboy | CON:Laois | CBA:Tullamore | BAR:Tinnahinch | PAR:Killoughy | TR:Rathrobin | PAR:Kilmanman | BF:Annaghmore,0,0,False,plausible_cross_boundary_feature
1417494,https://www.logainm.ie/1417494.aspx,Droichead Mháire Mhic Giolla Íosa,Mary McAleese Bridge,bilingual,DR,bridge,Louth | Meath,Louth | Meath,CON:Louth | CON:Meath,0,0,False,plausible_cross_boundary_feature
1417748,https://www.logainm.ie/1417748.aspx,Glaise an Ionathair,Closh River,bilingual,ABH,river,Laois | Offaly,Laois | Offaly,BAR:Clandonagh | CON:Laois | CON:Offaly | BAR:Upperwoods | BAR:Ballybritt | PAR:Kyle | BF:Ballaghmore Upper,0,0,False,plausible_cross_boundary_feature
1418278,https://www.logainm.ie/1418278.aspx,An Rí,Blackford Stream,bilingual,ABH,river,Kildare | Laois,Kildare | Laois,CON:Laois | BAR:Stradbally | PAR:Curraclone | BF:Blackford | CON:Kildare,0,0,False,plausible_cross_boundary_feature
1418301,https://www.logainm.ie/1418301.aspx,Slí Chill Mhantáin,Wicklow Way,bilingual,COS,footpath,Dublin | Wicklow,Dublin | Wicklow,CON:Dublin | CON:Wicklow | CTH:Dublin,0,0,False,plausible_cross_boundary_feature
1418573,https://www.logainm.ie/1418573.aspx,Carraig na Lachan,Carrigalachan,bilingual,SL,mountain or mountain range,Carlow | Wexford,Carlow | Wexford,BAR:Saint Mullin's Lower | BAR:Bantry | PAR:Saint Mullin's | PAR:Killann | CON:Carlow | CON:Wexford,52.53041700000001,-6.836659,True,plausible_cross_boundary_feature
1418574,https://www.logainm.ie/1418574.aspx,An Charraig Rua,Carrigroe,bilingual,SL,mountain or mountain range,Carlow | Wexford,Carlow | Wexford,CON:Carlow | CON:Wexford,0,0,False,plausible_cross_boundary_feature
1418801,https://www.logainm.ie/1418801.aspx,Loch an Tóraic,Lough Atorick,bilingual,L,lake or lakes,Clare | Galway,Clare | Galway,CON:Clare | BAR:Tulla Upper | BAR:Leitrim | CON:Galway,53.0193383902016,-8.550235225982988,True,plausible_cross_boundary_feature
1418898,https://www.logainm.ie/1418898.aspx,An Taobh Bán,Tievebaun Mountain,bilingual,SL,mountain or mountain range,Leitrim | Sligo,Leitrim | Sligo,CON:Leitrim | BAR:Rosclogher | CON:Sligo | BAR:Carbury | PAR:Rossinver,54.399732392320644,-8.358317076456466,True,plausible_cross_boundary_feature
1419176,https://www.logainm.ie/1419176.aspx,,Wellesley Bridge | Feale Bridge,english_only,DR,bridge,Kerry | Limerick,Kerry | Limerick,CON:Kerry | BAR:Trughanacmy | PAR:Brosna | BF:Kilmaniheen West | CON:Limerick,0,0,False,plausible_cross_boundary_feature
1419579,https://www.logainm.ie/1419579.aspx,,Coomacloghane,english_only,SL,mountain or mountain range,Cork | Kerry,Cork | Kerry,CON:Kerry | CON:Cork | BAR:Bear | BAR:Glanarought | PAR:Kilcatherine | PAR:Tuosist | BF:Ardgroom Outward | BF:Shronebirrane,51.73333039869178,-9.833338260328883,True,plausible_cross_boundary_feature
1419581,https://www.logainm.ie/1419581.aspx,An Cladach Garbh,Claddaghgarriff,bilingual,SL,mountain or mountain range,Cork | Kerry,Cork | Kerry,CON:Kerry | CON:Cork | BAR:Bear | BAR:Glanarought | CBA:West Cork | PAR:Kilcaskan | PAR:Tuosist | TR:Adrigole | BF:Clashduff | BF:Coolcreen,0,0,False,plausible_cross_boundary_feature
1419646,https://www.logainm.ie/1419646.aspx,,Clogh River,english_only,ABH,river,Kilkenny | Laois,Kilkenny | Laois,CON:Kilkenny | CON:Laois,52.870870699790956,-7.159688957606157,True,plausible_cross_boundary_feature
1419754,https://www.logainm.ie/1419754.aspx,Sliabh gCua,,irish_only,D,locality,Tipperary | Waterford,Tipperary | Waterford,CON:Waterford | CON:Tipperary,0,0,False,plausible_cross_boundary_feature
1419961,https://www.logainm.ie/1419961.aspx,Droichead Thomáis Proinsias Uí Mheachair,Thomas Francis Meagher Bridge,bilingual,DR,bridge,Kilkenny | Waterford,Kilkenny | Waterford,CON:Kilkenny | CON:Waterford,0,0,False,plausible_cross_boundary_feature
1420123,https://www.logainm.ie/1420123.aspx,Oirialla,Oriel,bilingual,D,locality,Armagh | Louth | Monaghan,Armagh | Louth | Monaghan,CON:Armagh | CON:Louth | CON:Monaghan,0,0,False,plausible_cross_boundary_feature
1420124,https://www.logainm.ie/1420124.aspx,Osraí,Ossory,bilingual,D,locality,Kilkenny | Laois,Kilkenny | Laois,CON:Laois | BAR:Clarmallagh | BAR:Upperwoods | BAR:Clandonagh | CON:Kilkenny,0,0,False,plausible_cross_boundary_feature
1420171,https://www.logainm.ie/1420171.aspx,Magh Breá,,irish_only,AINMST,historical name,Dublin | Meath,Dublin | Meath,CON:Dublin | CON:Meath,0,0,False,manual_review
1420191,https://www.logainm.ie/1420191.aspx,Ioraras,,irish_only,AINMST,historical name,Meath | Westmeath,Meath | Westmeath,CON:Westmeath | CON:Meath,0,0,False,manual_review
1420198,https://www.logainm.ie/1420198.aspx,Maigh Sléacht,,irish_only,AINMST,historical name,Cavan | Leitrim,Cavan | Leitrim,CON:Cavan | CON:Leitrim,0,0,False,manual_review
1421767,https://www.logainm.ie/1421767.aspx,An Abhainn Dubh,River Blackwater,bilingual,ABH,river,Kildare | Meath,Kildare | Meath,CON:Kildare | BAR:Ikeathy and Oughterany | PAR:Scullogestown | BF:Hortland | CON:Meath,0,0,False,plausible_cross_boundary_feature
1429042,https://www.logainm.ie/1429042.aspx,,Listowel Road,english_only,SR,street,Kerry | Limerick,Kerry | Limerick,CON:Limerick | BAR:Glenquin | CON:Kerry | PAR:Abbeyfeale | CBA:Listowel | TR:Moynsha | B:Abbeyfeale,52.387387276265,-9.305496964111372,True,street_hierarchy_conflict_review
1436421,https://www.logainm.ie/1436421.aspx,Droichead Rose Fitzgerald Kennedy,Rose Fitzgerald Kennedy Bridge,bilingual,DR,bridge,Kilkenny | Wexford,Kilkenny | Wexford,CON:Kilkenny | BAR:Ida | PAR:Ballygurrim | BF:Ballyverneen | CON:Wexford,52.3564064523999,-6.99296488645604,True,plausible_cross_boundary_feature
1436461,https://www.logainm.ie/1436461.aspx,Calaí na Brosnaí Bige,River Little Brosna Callows | Little Brosna River Callows,bilingual,D,locality,Offaly | Tipperary,Offaly | Tipperary,CON:Tipperary | CON:Offaly,0,0,False,plausible_cross_boundary_feature
1436495,https://www.logainm.ie/1436495.aspx,,Cross Water,english_only,ABH,river,Cavan | Meath,Cavan | Meath,CON:Cavan | CON:Meath,0,0,False,plausible_cross_boundary_feature
1436713,https://www.logainm.ie/1436713.aspx,Cuala,,irish_only,?,unknown,Dublin | Wicklow,Dublin | Wicklow,CON:Dublin | CON:Wicklow,0,0,False,manual_review
1436782,https://www.logainm.ie/1436782.aspx,Portach Mhoin Uí Éimhigh,Mount Hevey Bog,bilingual,POR,bog,Meath | Westmeath,Meath | Westmeath,BAR:Moyfenrath Upper | CON:Westmeath | BAR:Farbill | PAR:Clonard | CON:Meath | BAR:Moyfenrath Lower | PAR:Killucan | BF:Kilnagalliagh,0,0,False,plausible_cross_boundary_feature
1437572,https://www.logainm.ie/1437572.aspx,Loch na gCurrach,Lough Corry,bilingual,L,lake or lakes,Leitrim | Roscommon,Leitrim | Roscommon,CON:Leitrim | CON:Roscommon | BAR:Leitrim | BAR:Roscommon | BAR:Boyle | PAR:Kiltoghert | PAR:Killummod | PAR:Aughrim,53.920101402620915,-8.084427564623928,True,plausible_cross_boundary_feature
1437610,https://www.logainm.ie/1437610.aspx,Droichead Uí Cheallaigh,Kelly's Bridge,bilingual,DR,bridge,Donegal | Tyrone,Donegal | Tyrone,CON:Donegal | CON:Tyrone | BAR:Tirhugh | BAR:Omagh West | CBA:Donegal | PAR:Drumhome | PAR:Termonamongan | TR:Tullynaught | BF:Croaghnakern | BF:Slievedoo,54.66188041109741,-7.901704163534737,True,plausible_cross_boundary_feature
1437947,https://www.logainm.ie/1437947.aspx,Droichead Bhun Drobhaoise,,irish_only,DR,bridge,Donegal | Leitrim,Donegal | Leitrim,CON:Donegal | CON:Leitrim,54.47259229691657,-8.320723818021191,True,plausible_cross_boundary_feature
